dremio_col,virt_full_path,dataset,domain,rule,total_lignes,valides,score_pct,flag,error,timestamp
genre,VIRTUALISATION.staging-nova-referentieltiers.company_shareholders.gendre,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,98579,49761,50.48,FAIL,,2026-06-23T11:13:47
date_naissance,VIRTUALISATION.staging-nova-referentieltiers.company_shareholders.birthdate,CIHOne.CLIENTS.Personnes_Morales.associes,PTP-TIE-POR,Complétude,98579,0,0.00,FAIL,,2026-06-23T11:13:47
