dremio_col,virt_full_path,dataset,domain,rule,total_lignes,valides,score_pct,flag,error,timestamp
lieu_creation,VIRTUALISATION.staging-nova-referentieltiers.customer_creation_context.user_identifier,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Completude,9502895,9420227,99.13,PASS,,2026-06-15T10:05:22
lieu_creation,VIRTUALISATION.staging-nova-referentieltiers.customer_creation_context.user_identifier,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Completude,9502895,9420227,99.13,PASS,,2026-06-15T10:05:22
