dremio_col,virt_full_path,dataset,domain,rule,total_lignes,valides,score_pct,flag,error,timestamp
chiffre_affaire,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.turnover,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,0,0,N/A,ERROR,Query returned no data,2026-06-22T10:55:06
capital,VIRTUALISATION.staging-nova-referentieltiers.legal_entity_financial_data.capital,CIHOne.CLIENTS.Personnes_Morales.clients,PTP-TIE-POR,Complétude,0,0,N/A,ERROR,Query returned no data,2026-06-22T10:55:06
